index,DEBTINC,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,BAD
538,24.539945806,14500,59465.0,78444.0,DebtCon,,7.0,,,,,,0
539,34.71164955,8200,58536.0,66546.0,DebtCon,Other,1.0,0.0,2.0,118.39735837,2.0,17.0,0
540,,15000,23473.0,74000.0,HomeImp,Other,,0.0,0.0,244.76666667,1.0,50.0,0
541,40.772283258,25800,70804.0,106892.0,DebtCon,ProfExe,12.0,0.0,0.0,291.07202753,1.0,33.0,0
542,27.551408817,23500,18989.0,51607.0,DebtCon,Other,26.0,0.0,1.0,206.76549496,0.0,24.0,0
543,34.13705457,10700,126751.0,184554.0,DebtCon,Other,8.0,0.0,0.0,225.87035215,0.0,19.0,0
544,,5700,70000.0,84579.0,DebtCon,Sales,0.1,0.0,0.0,95.9,1.0,17.0,1
545,33.789192331,23600,70769.0,183593.0,,Other,11.0,0.0,0.0,367.09848754,1.0,17.0,0
546,30.633131002,10300,65876.0,80064.0,DebtCon,,3.0,0.0,0.0,220.82597888,0.0,15.0,0
547,33.243156978,4900,25597.0,23031.0,HomeImp,Other,5.0,0.0,0.0,101.74676644,0.0,8.0,1
548,56.961838569,24000,88783.0,116967.0,DebtCon,Self,2.0,0.0,0.0,171.50625674,5.0,23.0,1
549,36.896099455,33500,49292.0,104421.0,DebtCon,Office,1.0,0.0,0.0,161.83323555,1.0,25.0,0
550,19.778851787,23200,131804.0,171144.0,DebtCon,ProfExe,6.0,0.0,0.0,197.76872804,0.0,37.0,0
551,38.092730303,28200,58232.0,97555.0,DebtCon,Other,17.0,0.0,1.0,130.45076488,0.0,29.0,0
552,39.566646239,21500,94310.0,142986.0,DebtCon,ProfExe,22.0,1.0,0.0,170.20499962,0.0,25.0,0
553,33.903063818,14000,63451.0,105702.0,HomeImp,ProfExe,8.0,0.0,0.0,257.22632505,1.0,12.0,0
554,,3800,19135.0,97692.0,HomeImp,Mgr,1.6,1.0,6.0,252.63333333,1.0,25.0,1
555,32.644529835,29200,116202.0,160084.0,DebtCon,ProfExe,6.0,0.0,0.0,124.12146165,3.0,26.0,0
556,29.141862813,15100,38549.0,59853.0,DebtCon,,5.0,0.0,0.0,104.18324735,2.0,9.0,0
557,40.787975749,25000,47032.0,75957.0,DebtCon,Other,9.0,0.0,7.0,259.46652785,3.0,22.0,1
558,40.206106424,22600,109808.0,139133.0,DebtCon,Mgr,9.0,1.0,0.0,195.45882578,4.0,18.0,0
559,,12800,51800.0,68000.0,HomeImp,ProfExe,6.0,,,,,,1
560,,7000,18000.0,46520.0,HomeImp,Office,17.0,0.0,1.0,183.1,0.0,23.0,1
561,23.062913802,14300,31607.0,70118.0,DebtCon,ProfExe,6.0,0.0,0.0,255.71956727,0.0,15.0,0
562,,10000,63218.0,76500.0,DebtCon,Office,5.0,2.0,3.0,183.66666667,3.0,30.0,0
563,37.814089094,30500,57516.0,103086.0,DebtCon,Office,3.0,0.0,0.0,166.19952717,2.0,24.0,0
564,,3000,119826.0,193500.0,HomeImp,Other,8.0,0.0,0.0,130.03335846,0.0,27.0,1
565,41.115158943,23400,35634.0,61149.0,DebtCon,Other,,0.0,0.0,204.64278621,0.0,13.0,0
566,41.264805515,32300,235343.0,45270.0,DebtCon,Mgr,3.0,0.0,1.0,210.92240343,3.0,49.0,0
567,,19000,57429.0,86250.0,DebtCon,Office,5.0,,,175.5,,16.0,0
568,17.620920214,23600,126254.0,169638.0,DebtCon,ProfExe,6.0,0.0,0.0,176.74916309,0.0,38.0,0
569,27.009239289,16800,94851.0,119053.0,DebtCon,Office,2.0,0.0,1.0,270.9986111,1.0,34.0,0
570,37.982543748,15200,77636.0,95682.0,DebtCon,ProfExe,10.0,1.0,1.0,335.84132178,,41.0,0
571,,25600,111000.0,153000.0,DebtCon,ProfExe,7.0,0.0,0.0,112.63333333,3.0,27.0,0
572,34.556201402,23400,89226.0,119604.0,DebtCon,Self,3.0,0.0,0.0,221.68138332,1.0,26.0,0
573,28.019227084,11700,74783.0,86227.0,DebtCon,Mgr,7.0,0.0,0.0,116.75680052,0.0,23.0,0
574,,11700,62400.0,78000.0,DebtCon,Office,20.0,0.0,0.0,216.06666667,2.0,24.0,1
575,30.11861356,18700,136790.0,178135.0,DebtCon,Mgr,12.0,0.0,0.0,246.95441969,0.0,21.0,0
576,34.84691939,21800,90065.0,122335.0,DebtCon,Self,3.0,0.0,0.0,212.69546756,1.0,26.0,0
577,34.565944252,25900,61064.0,94714.0,DebtCon,Office,2.0,0.0,0.0,98.809374842,0.0,23.0,0
578,42.807341953,7800,69662.0,80498.0,HomeImp,Other,4.0,0.0,0.0,100.42833098,0.0,14.0,0
579,,8500,30077.0,42770.0,DebtCon,Office,0.25,0.0,0.0,89.266666667,0.0,10.0,1
580,,20000,77900.0,105400.0,DebtCon,Mgr,4.0,0.0,0.0,110.6,0.0,17.0,1
581,29.016609979,18100,32554.0,92419.0,DebtCon,ProfExe,8.0,0.0,0.0,164.90961318,1.0,20.0,0
582,36.505271144,33700,142468.0,195770.0,DebtCon,ProfExe,22.0,0.0,0.0,200.8607367,1.0,22.0,0
583,23.992353351,7500,57213.0,92458.0,HomeImp,Office,28.0,0.0,0.0,243.15711917,1.0,16.0,0
584,34.97887956,15600,62622.0,106824.0,HomeImp,ProfExe,9.0,0.0,0.0,261.02141544,0.0,11.0,0
585,,7000,138841.0,160000.0,DebtCon,Mgr,11.0,8.0,0.0,86.2,2.0,36.0,1
586,36.602947343,6400,44968.0,62747.0,HomeImp,Other,0.0,1.0,,101.39144532,,12.0,0
587,31.959227235,8300,59761.0,75081.0,DebtCon,,17.0,0.0,0.0,147.94164245,1.0,11.0,0
588,42.565582285,13000,61865.0,72045.0,DebtCon,ProfExe,0.0,0.0,0.0,172.69668464,2.0,34.0,0
589,27.751942776,14900,,44066.0,HomeImp,Other,0.0,0.0,0.0,313.77973109,1.0,8.0,0
590,29.962401502,18300,89455.0,124840.0,DebtCon,ProfExe,13.0,,,148.76466054,,24.0,0
591,16.48162968,10800,13365.0,66979.0,HomeImp,Other,9.0,2.0,1.0,346.9796514,1.0,22.0,0
592,37.154902302,11900,44142.0,54299.0,HomeImp,Other,22.0,0.0,0.0,123.47114722,0.0,22.0,0
593,17.176900657,9400,77410.0,116693.0,DebtCon,Office,0.0,0.0,0.0,245.08365185,0.0,37.0,0
594,,12000,87000.0,113850.0,DebtCon,Office,11.0,0.0,0.0,216.13333333,0.0,12.0,0
595,,30000,17696.0,53100.0,DebtCon,Mgr,20.0,4.0,5.0,147.86666667,0.0,28.0,1
596,30.933678393,14300,19111.0,49794.0,HomeImp,Office,23.0,0.0,0.0,262.30674029,0.0,19.0,0
597,,8000,36000.0,115800.0,DebtCon,Other,,0.0,0.0,168.23333333,3.0,30.0,1
598,33.987846976,9000,56226.0,67466.0,HomeImp,Other,7.0,0.0,0.0,126.74508707,0.0,16.0,0
599,29.874731494,28300,137159.0,186153.0,DebtCon,Mgr,0.0,,,112.17281254,,38.0,0
600,35.846272817,20500,64123.0,103728.0,DebtCon,Office,8.0,,1.0,112.58226686,1.0,17.0,0
601,36.297033121,15700,80200.0,88545.0,DebtCon,Mgr,21.0,0.0,0.0,242.60038784,10.0,24.0,0
602,,23500,,59600.0,DebtCon,Other,26.0,0.0,0.0,127.8,0.0,9.0,0
603,35.598950764,16400,86422.0,116097.0,,,,,,,,,0
604,38.37360781,16500,48674.0,73720.0,DebtCon,ProfExe,17.0,0.0,0.0,186.47307149,0.0,23.0,0
605,30.488268105,12300,112373.0,136202.0,DebtCon,ProfExe,16.0,,1.0,179.8829733,0.0,32.0,0
606,25.042108535,9900,47367.0,114837.0,DebtCon,ProfExe,4.0,0.0,0.0,210.43553362,0.0,10.0,0
607,37.179602413,20900,51960.0,105524.0,DebtCon,Office,2.0,0.0,3.0,179.92563497,0.0,47.0,0
608,31.914238011,16300,102826.0,114692.0,DebtCon,Other,8.0,0.0,0.0,317.50797383,1.0,18.0,0
609,33.071350275,30600,35332.0,71898.0,DebtCon,Other,10.0,,,115.21089553,,24.0,0
610,78.654386048,18200,95091.0,113294.0,DebtCon,ProfExe,15.0,0.0,3.0,188.50461695,0.0,36.0,1
611,25.637263088,23700,,78812.0,DebtCon,Sales,4.0,0.0,0.0,412.02054674,0.0,24.0,0
612,,10800,24182.0,39750.0,DebtCon,ProfExe,2.0,0.0,0.0,176.83333333,0.0,36.0,1
613,40.584811501,31800,125864.0,175163.0,DebtCon,Mgr,12.0,0.0,0.0,174.20934404,2.0,28.0,0
614,41.676985544,28200,90485.0,123674.0,DebtCon,Other,1.0,0.0,1.0,189.73474189,2.0,25.0,0
615,38.763313808,13100,50552.0,59889.0,DebtCon,Other,4.0,0.0,0.0,178.61236257,0.0,13.0,0
616,36.601698856,8200,,33540.0,HomeImp,Office,21.0,0.0,0.0,178.68792754,0.0,15.0,0
617,38.740801417,25300,122933.0,157009.0,DebtCon,Mgr,3.0,0.0,0.0,280.57384454,0.0,24.0,0
618,34.169513676,9400,81596.0,116738.0,HomeImp,Office,28.0,0.0,0.0,338.62903535,1.0,38.0,0
619,15.652880789,42500,9898.0,65778.0,HomeImp,Office,,0.0,0.0,318.25546193,0.0,18.0,0
620,32.841753914,17200,48999.0,76544.0,DebtCon,ProfExe,5.0,0.0,0.0,240.52274651,3.0,31.0,0
621,34.351808356,12200,86775.0,111572.0,DebtCon,ProfExe,0.0,1.0,1.0,138.61008049,1.0,33.0,0
622,,12000,15231.0,42845.01,DebtCon,Office,6.5,0.0,1.0,65.966666667,2.0,18.0,1
623,40.432252239,15300,22057.0,44461.0,,Office,1.0,0.0,0.0,210.27547612,0.0,16.0,0
624,39.870340357,9900,55342.0,72357.0,DebtCon,Mgr,7.0,,3.0,111.99885488,1.0,11.0,0
625,36.737721285,12000,98428.0,114820.0,DebtCon,Other,16.0,0.0,1.0,188.14820819,2.0,15.0,0
626,29.267992416,13200,71775.0,80480.0,DebtCon,Other,0.0,0.0,0.0,240.64357656,3.0,25.0,0
627,,16000,65000.0,91000.0,DebtCon,Mgr,0.2,0.0,0.0,85.233333333,0.0,17.0,0
628,42.826600831,31100,73386.0,108864.0,HomeImp,Other,5.0,,,119.53951836,10.0,21.0,0
629,42.967511635,35000,240994.0,39401.0,DebtCon,Mgr,3.0,0.0,1.0,210.50181736,3.0,50.0,0
630,41.905604624,13200,69195.0,79252.0,DebtCon,Office,13.0,0.0,0.0,248.78813035,3.0,37.0,0
631,37.055724552,13300,44509.0,72292.0,HomeImp,ProfExe,3.0,0.0,0.0,208.92069357,3.0,17.0,0
632,39.675833586,18700,11886.0,63762.0,DebtCon,Sales,0.0,0.0,0.0,315.2604995,0.0,5.0,0
633,25.655976854,50700,,83365.0,HomeImp,Self,9.0,0.0,0.0,190.22925104,0.0,21.0,0
634,,16500,67619.0,93500.0,HomeImp,ProfExe,8.0,0.0,0.0,82.166666667,0.0,16.0,0
635,,18000,39005.0,60000.0,DebtCon,Other,10.0,2.0,0.0,112.63333333,5.0,5.0,1
636,29.674749569,15600,27599.0,47615.0,HomeImp,Other,10.0,0.0,0.0,90.327628204,1.0,12.0,0
637,36.020607901,12700,29471.0,48362.0,HomeImp,Other,9.0,0.0,0.0,79.902871414,0.0,4.0,0
638,41.587201191,10700,67065.0,96171.0,DebtCon,Office,9.0,0.0,0.0,205.00760033,3.0,28.0,0
639,30.746724366,25300,46780.0,62536.0,DebtCon,Office,18.0,0.0,0.0,189.13668831,0.0,22.0,0
640,,10000,42321.0,53800.0,DebtCon,Other,4.0,0.0,0.0,275.9,0.0,19.0,1
641,29.299550944,12300,24552.0,48278.0,DebtCon,Other,0.0,0.0,0.0,171.07510456,0.0,16.0,1
642,33.364491337,16700,,29387.0,DebtCon,Other,13.0,,,80.820591457,2.0,8.0,0
643,,12000,28298.0,72000.0,DebtCon,Other,8.0,,,105.5,2.0,22.0,1
644,23.290234477,26100,103949.0,208432.0,DebtCon,Other,23.0,0.0,0.0,202.59264703,0.0,18.0,0
645,42.987979461,25100,118559.0,150172.0,DebtCon,Office,4.0,,,279.19802143,1.0,37.0,0
646,28.648185714,12800,54546.0,62906.0,DebtCon,Mgr,3.0,0.0,0.0,175.51987453,1.0,16.0,0
647,,16000,101000.0,130000.0,DebtCon,ProfExe,7.5,0.0,0.0,102.5,0.0,14.0,0
648,36.439736731,10400,39821.0,54040.0,HomeImp,Mgr,21.0,1.0,0.0,231.60541135,1.0,18.0,0
649,24.893781127,26300,52296.0,91041.0,DebtCon,Other,24.0,1.0,2.0,193.85371322,0.0,19.0,0
650,30.403203826,17700,47064.0,71698.0,DebtCon,ProfExe,3.0,0.0,0.0,244.51806442,3.0,32.0,0
651,38.465227693,17100,104652.0,169076.0,,Other,,1.0,,270.58121434,,23.0,0
652,41.75352499,8600,57727.0,70828.0,HomeImp,Other,5.0,0.0,0.0,87.845310974,3.0,19.0,0
653,28.977738657,11900,114329.0,143915.0,DebtCon,ProfExe,15.0,,1.0,185.57266828,0.0,32.0,0
654,37.108142059,8900,,49147.0,HomeImp,Other,,,,110.50958053,,8.0,0
655,38.773685963,5700,,69172.0,HomeImp,Office,1.0,0.0,0.0,48.853667057,0.0,3.0,0
656,33.634689054,31800,34302.0,77481.0,DebtCon,Other,10.0,,,123.46882703,,24.0,0
657,41.027966747,12400,50573.0,84008.0,DebtCon,Other,15.0,1.0,0.0,76.042086926,0.0,7.0,1
658,26.711536473,7500,47518.0,60252.0,DebtCon,Other,16.0,0.0,3.0,220.62498387,0.0,37.0,0
659,,6000,53227.0,68700.0,HomeImp,Mgr,3.0,0.0,2.0,122.73333333,0.0,23.0,0
660,34.355460775,23700,58068.0,97948.0,DebtCon,Office,1.0,0.0,0.0,160.05823642,1.0,21.0,0
661,26.853259022,22500,44228.0,86872.0,HomeImp,Other,24.0,0.0,0.0,256.28691889,1.0,6.0,0
662,34.036663762,30100,42747.0,71360.0,DebtCon,Other,10.0,,,89.516265457,,24.0,0
663,34.889241727,24700,53925.0,83056.0,DebtCon,Mgr,4.0,0.0,0.0,251.1883928,2.0,25.0,0
664,30.923407463,20800,156393.0,199881.0,DebtCon,Other,7.0,0.0,0.0,,2.0,16.0,0
665,41.256794683,30400,45747.0,78829.0,DebtCon,Office,0.0,0.0,0.0,174.36374815,3.0,18.0,0
666,30.843505268,22100,92724.0,126348.0,HomeImp,Mgr,11.0,0.0,0.0,122.26578117,1.0,24.0,0
667,41.089569186,26200,100931.0,132627.0,DebtCon,Office,11.0,0.0,1.0,169.03209387,0.0,28.0,0
668,29.774806835,18600,39783.0,59196.0,DebtCon,Other,17.0,0.0,0.0,279.81006654,0.0,21.0,0
669,32.040366079,23000,76213.0,184360.0,,Other,12.0,0.0,0.0,379.34995485,0.0,16.0,0
670,30.985538961,23600,96452.0,125277.0,HomeImp,Mgr,11.0,0.0,0.0,127.35992199,1.0,23.0,0
671,30.622635559,13000,16913.0,48587.0,HomeImp,Office,23.0,0.0,0.0,264.9921562,0.0,20.0,0
672,29.609847557,27300,,37531.0,HomeImp,Other,22.0,0.0,0.0,82.660269477,2.0,14.0,0
673,43.458327417,36600,397299.0,512650.0,DebtCon,ProfExe,4.0,0.0,0.0,197.51668389,0.0,21.0,1
674,,22000,124000.0,155000.0,DebtCon,Sales,1.0,,7.0,130.3,,55.0,1
675,37.301517501,16000,133193.0,160919.0,DebtCon,Mgr,,0.0,0.0,223.33852108,0.0,18.0,0
676,34.698162391,10700,147477.0,181050.0,HomeImp,Office,6.0,0.0,0.0,190.02108492,1.0,55.0,0
677,,26000,79714.0,,DebtCon,ProfExe,1.0,0.0,4.0,125.76666667,0.0,23.0,1
678,31.603100931,12700,103034.0,124116.0,DebtCon,,2.0,0.0,0.0,137.43869242,0.0,25.0,0
679,16.695828595,33200,23858.0,40268.0,DebtCon,Other,0.0,0.0,0.0,56.603895448,0.0,7.0,0
680,32.718088027,16200,25329.0,37433.0,DebtCon,ProfExe,21.0,1.0,0.0,207.15954753,2.0,16.0,0
681,33.162271481,18800,66562.0,90325.0,DebtCon,Other,0.0,1.0,1.0,112.90326219,2.0,25.0,0
682,20.205907521,12400,31303.0,57444.0,,Other,29.0,0.0,0.0,246.71682738,0.0,18.0,0
683,22.956863758,11100,,50262.0,HomeImp,Mgr,5.0,,,175.75688747,,8.0,0
684,,11700,,67940.0,HomeImp,Mgr,3.0,3.0,4.0,204.02559324,1.0,38.0,1
685,29.202476735,8500,50569.0,60940.0,DebtCon,Mgr,6.0,0.0,0.0,189.94689772,0.0,22.0,0
686,37.820054519,25400,138132.0,243327.0,HomeImp,ProfExe,27.0,0.0,0.0,349.94092953,0.0,19.0,0
687,38.867949083,10000,64375.0,72418.0,DebtCon,ProfExe,14.0,0.0,0.0,207.61730644,3.0,31.0,0
688,42.153616933,12800,76783.0,95007.0,DebtCon,Mgr,6.0,0.0,0.0,140.97202234,2.0,26.0,0
689,39.567208162,16800,115870.0,130809.0,DebtCon,,15.0,0.0,0.0,177.63228248,0.0,17.0,0
690,40.222283144,12300,73099.0,84250.0,DebtCon,ProfExe,4.0,,,,,,1
691,37.456622102,11200,44966.0,55114.0,DebtCon,Office,1.0,0.0,0.0,173.96189741,1.0,21.0,0
692,35.947854706,11300,74783.0,100909.0,HomeImp,ProfExe,5.0,0.0,0.0,85.664833722,0.0,34.0,0
693,37.751545837,21700,29500.0,53943.0,DebtCon,ProfExe,14.0,0.0,0.0,185.68207969,1.0,19.0,0
694,29.007207774,9200,72859.0,88183.0,DebtCon,Mgr,8.0,0.0,0.0,105.65520523,0.0,23.0,0
695,,6900,37055.0,83000.0,HomeImp,Sales,1.0,0.0,0.0,122.26666667,2.0,43.0,1
696,39.146755766,27600,74964.0,118507.0,DebtCon,Other,5.0,0.0,0.0,91.711246204,1.0,32.0,0
697,33.76898573,22900,70497.0,103855.0,HomeImp,Mgr,13.0,0.0,0.0,149.98961042,0.0,27.0,0
698,36.926634786,18200,34593.0,56658.0,DebtCon,Other,15.0,0.0,0.0,126.04800979,1.0,18.0,0
699,36.272858359,18900,127269.0,203737.0,HomeImp,ProfExe,14.0,0.0,0.0,206.20003676,0.0,21.0,0
700,36.094071425,7000,,47462.0,HomeImp,Other,,,,102.6573271,,9.0,0
701,20.260198049,10500,13694.0,87580.0,DebtCon,Other,8.0,0.0,0.0,258.55492784,0.0,14.0,0
702,114.0505277,37300,68789.0,86172.0,HomeImp,Self,2.0,0.0,6.0,235.63790564,2.0,25.0,1
703,34.256364885,16400,58664.0,89589.0,DebtCon,Office,27.0,0.0,0.0,211.44110206,0.0,21.0,0
704,25.845263881,50500,70318.0,172288.0,HomeImp,Other,0.0,0.0,1.0,106.20109859,,13.0,1
705,39.15104729,10200,48670.0,90444.0,HomeImp,Other,,1.0,1.0,89.355474878,,7.0,1
706,,6500,60000.0,70000.0,DebtCon,ProfExe,9.0,0.0,0.0,54.766666667,2.0,24.0,0
707,40.287411441,11700,96532.0,107600.0,DebtCon,Other,12.0,0.0,0.0,214.86981675,2.0,15.0,0
708,,22300,71800.0,100000.0,DebtCon,Sales,0.1,0.0,0.0,220.13333333,1.0,26.0,1
709,39.94505447,23500,146371.0,179434.0,DebtCon,ProfExe,6.0,,,195.17814464,4.0,43.0,0
710,,8800,108608.0,,DebtCon,Mgr,0.0,0.0,6.0,253.47175859,4.0,23.0,1
711,40.252928754,15200,5076.0,66536.0,DebtCon,Sales,2.0,0.0,0.0,323.10200419,0.0,5.0,0
712,46.751800109,28100,75768.0,,DebtCon,Other,9.0,,0.0,133.12186695,3.0,33.0,1
713,29.397593104,18300,109192.0,139384.0,DebtCon,ProfExe,6.0,0.0,0.0,122.86557582,0.0,14.0,0
714,40.628278175,5900,25972.0,41856.0,DebtCon,Other,2.0,0.0,2.0,157.96001139,3.0,27.0,1
715,41.147749222,19200,24430.0,128837.0,DebtCon,Other,9.0,0.0,0.0,355.79841245,1.0,10.0,0
716,37.705159171,13700,46611.0,65031.0,DebtCon,Other,2.0,0.0,0.0,179.44333226,0.0,13.0,0
717,,8000,79200.0,116500.0,HomeImp,Other,8.0,,,,,,0
718,,15600,63500.0,80000.0,DebtCon,Sales,0.2,3.0,0.0,104.56666667,2.0,20.0,1
719,24.200935826,23700,,78878.0,DebtCon,Sales,4.0,0.0,0.0,408.18764616,0.0,23.0,0
720,41.246612634,8000,49232.0,61221.0,DebtCon,Other,23.0,0.0,0.0,258.19457767,3.0,29.0,0
721,30.143261328,16000,52546.0,63837.0,DebtCon,Other,7.0,0.0,1.0,122.19632494,2.0,49.0,0
722,37.838273531,12700,59440.0,88690.0,DebtCon,Other,0.0,0.0,0.0,129.15261505,3.0,11.0,0
723,18.481293525,20900,,73849.0,HomeImp,Office,7.0,0.0,0.0,124.95599784,1.0,5.0,0
724,37.253333224,16500,48491.0,112677.0,HomeImp,Office,2.0,,2.0,138.0960861,1.0,23.0,0
725,29.893621477,11600,82326.0,94599.0,DebtCon,Other,0.0,4.0,0.0,,0.0,3.0,0
726,30.022245155,8700,76008.0,95976.0,DebtCon,ProfExe,0.0,,,,,,0
727,21.825631046,21800,,25566.0,DebtCon,ProfExe,8.0,0.0,0.0,114.54175113,1.0,19.0,0
728,23.979702773,15700,16804.0,34294.0,DebtCon,Mgr,9.0,0.0,0.0,131.77342323,0.0,10.0,0
729,35.871958946,24000,239568.0,266430.0,HomeImp,Self,7.0,0.0,0.0,243.73241747,3.0,50.0,0
730,15.396876659,32300,28213.0,40515.0,DebtCon,Other,0.0,0.0,0.0,55.044242521,0.0,7.0,0
731,,12000,69000.0,92900.0,HomeImp,ProfExe,2.0,0.0,0.0,115.9,0.0,15.0,1
732,34.927866116,8600,42226.0,50386.0,HomeImp,Mgr,21.0,1.0,0.0,223.32646239,0.0,17.0,0
733,43.89784955,12100,68941.0,75029.0,HomeImp,Office,14.0,0.0,0.0,254.18965549,0.0,31.0,0
734,34.602827396,17200,89507.0,121047.0,DebtCon,Other,14.0,0.0,0.0,118.86613395,1.0,9.0,0
735,33.051073753,25500,63967.0,87239.0,DebtCon,Other,6.0,0.0,0.0,,0.0,0.0,1
736,37.488545687,20800,58440.0,99244.0,DebtCon,Office,1.0,0.0,4.0,174.95857724,0.0,46.0,0
737,,50000,26976.0,,DebtCon,Mgr,8.3,1.0,0.0,111.6,1.0,6.0,1
738,,7000,18000.0,25000.0,DebtCon,Other,6.5,1.0,0.0,205.96666667,1.0,19.0,1
739,,8000,65000.0,93600.0,DebtCon,Other,16.0,,,140.06666667,4.0,16.0,0
740,36.673648152,11000,43614.0,60831.0,DebtCon,Other,3.0,0.0,2.0,84.444746145,0.0,20.0,0
741,39.048427763,25500,235839.0,267506.0,HomeImp,Self,5.0,0.0,0.0,240.21701392,3.0,51.0,0
742,,5000,63125.0,126500.0,HomeImp,Office,3.0,0.0,0.0,100.3,0.0,14.0,1
743,35.716612111,14300,94062.0,102052.0,DebtCon,Sales,14.0,,2.0,133.37810853,1.0,17.0,0
744,42.939294407,10700,51224.0,70399.0,DebtCon,Mgr,5.0,,,110.67744165,,23.0,0
745,,11000,63975.0,235000.0,HomeImp,ProfExe,4.0,5.0,0.0,123.76666667,1.0,17.0,1
746,26.148970181,24100,,49433.0,DebtCon,Other,,,,83.099726126,,13.0,0
747,27.375269408,15200,44414.0,60098.0,DebtCon,,4.0,1.0,0.0,105.74964198,2.0,9.0,0
748,34.385367068,12300,27859.0,48393.0,HomeImp,Other,10.0,0.0,0.0,82.760160333,0.0,3.0,0
749,37.943868201,23600,82639.0,114266.0,DebtCon,Other,,0.0,0.0,186.15634723,2.0,25.0,0
750,27.640018057,19000,22236.0,169461.0,HomeImp,Self,7.0,0.0,0.0,296.08019369,0.0,27.0,0
751,41.932036627,14600,46057.0,63603.0,DebtCon,Other,,0.0,0.0,107.12103915,2.0,19.0,0
752,35.062675655,7200,57912.0,84806.0,HomeImp,Other,15.0,0.0,0.0,241.51424984,0.0,35.0,0
753,34.327276537,11800,,65769.0,HomeImp,Other,,0.0,0.0,357.33268218,0.0,7.0,0
754,30.686105632,19300,72752.0,106084.0,DebtCon,Office,11.0,0.0,0.0,193.7070998,1.0,13.0,0
755,41.861646853,35800,93309.0,137370.0,DebtCon,Other,12.0,0.0,0.0,70.024704689,0.0,36.0,0
756,39.580054341,15200,43961.0,62171.0,DebtCon,Other,,0.0,0.0,124.80684586,1.0,18.0,0
757,28.558183481,15000,84832.0,107207.0,HomeImp,Other,19.0,0.0,0.0,124.45053234,4.0,23.0,0
758,36.356309397,26000,75034.0,100852.0,DebtCon,Office,10.0,0.0,0.0,152.3539807,0.0,20.0,0
759,,4400,,60250.0,,,,,,,,,0
760,33.200397325,11800,118053.0,125325.0,DebtCon,Self,5.0,0.0,0.0,181.17206513,0.0,18.0,0
761,28.111813831,8500,58327.0,75044.0,HomeImp,Mgr,2.0,0.0,2.0,123.36535633,0.0,22.0,0
762,26.767768842,17100,74922.0,91187.0,DebtCon,Mgr,0.0,0.0,0.0,80.582655587,0.0,16.0,0
763,31.217709755,8400,39677.0,54707.0,DebtCon,Office,10.0,0.0,0.0,203.24296532,1.0,23.0,0
764,47.120580493,23200,14511.0,81579.0,DebtCon,Other,7.0,0.0,3.0,272.938299,0.0,23.0,1
765,20.099049784,7200,71509.0,86484.0,DebtCon,,4.0,,,,,,0
766,35.932025066,8800,135899.0,202788.0,DebtCon,ProfExe,1.0,0.0,0.0,53.767621524,1.0,23.0,0
767,17.601206169,15400,10074.0,57135.0,DebtCon,ProfExe,4.0,0.0,0.0,310.36675681,0.0,16.0,0
768,26.65016531,16200,86021.0,113030.0,DebtCon,Other,20.0,0.0,0.0,284.15976669,0.0,17.0,0
769,37.32857399,18600,132785.0,155644.0,DebtCon,Mgr,,0.0,0.0,225.72750616,0.0,20.0,0
770,18.156826624,8300,71922.0,117151.0,DebtCon,Office,2.0,0.0,0.0,246.93475819,1.0,37.0,0
771,,8000,49000.0,60000.0,DebtCon,Mgr,11.0,0.0,0.0,107.53333333,1.0,19.0,0
772,40.531823103,64200,64888.0,145725.0,HomeImp,Office,10.0,0.0,1.0,136.94781122,0.0,11.0,0
773,27.167655962,6200,75121.0,96462.0,DebtCon,ProfExe,0.0,,,,,,0
774,37.531077087,12800,58592.0,87002.0,DebtCon,Office,13.0,0.0,0.0,139.53084276,0.0,24.0,0
775,31.491686795,7900,41935.0,53543.0,DebtCon,Office,8.0,0.0,0.0,203.54460997,1.0,22.0,0
776,43.309764541,5800,,36385.0,HomeImp,Other,2.0,0.0,0.0,266.55339438,1.0,25.0,0
777,,15000,125000.0,154000.0,DebtCon,Mgr,,0.0,0.0,223.20307018,0.0,19.0,0
778,23.948854331,20000,,78232.0,DebtCon,Sales,2.0,0.0,0.0,399.74188176,0.0,23.0,0
779,38.001192233,27500,145774.0,206788.0,HomeImp,ProfExe,4.0,0.0,0.0,191.94101884,0.0,27.0,0
780,,21000,87000.0,140000.0,DebtCon,ProfExe,22.0,1.0,0.0,163.36666667,1.0,25.0,0
781,27.441242408,23000,,49906.0,DebtCon,Other,,,,96.756969054,,13.0,0
782,40.404506226,17300,96138.0,124066.0,DebtCon,Office,1.0,,2.0,271.7823232,0.0,30.0,0
783,29.804601445,18200,16386.0,170310.0,HomeImp,Mgr,23.0,0.0,0.0,73.007277303,2.0,20.0,0
784,27.906122726,5300,44993.0,50673.0,HomeImp,Office,7.0,,,184.74276716,,18.0,0
785,33.463697469,12700,77068.0,98436.0,HomeImp,ProfExe,7.0,0.0,1.0,148.28809958,0.0,34.0,0
786,,8000,63700.0,79754.0,DebtCon,,3.8,0.0,0.0,208.0,0.0,16.0,0
787,36.823393194,15300,83004.0,121108.0,,,,,,,,,0
788,22.925136063,25800,,68913.0,DebtCon,Other,26.0,0.0,0.0,123.64448805,0.0,9.0,0
